"Sex","Frequency","FrequencyCDI1","Iconicity","IconicityCDI1","NeighborhoodDensity","NeighborhoodDensityCDI1","Sign","CaregiverHearingStatus","Age","EncryptedID","EncryptedParticipant","ComprehendsAndProduces","inCDI1"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",27,"ID_10","Participant_78",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",34,"ID_79","Participant_24",FALSE,"yes"
"",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",32,"ID_199","Participant_100",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",22,"ID_38","Participant_86",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",48,"ID_214","Participant_234",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",26,"ID_216","Participant_144",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",22,"ID_119","Participant_22",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_33","Participant_193",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",19,"ID_285","Participant_202",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_198","Participant_107",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",12,"ID_293","Participant_41",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_51","Participant_211",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",23,"ID_221","Participant_125",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",22,"ID_242","Participant_134",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",23,"ID_132","Participant_192",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",12,"ID_173","Participant_66",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",31,"ID_161","Participant_189",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",24,"ID_185","Participant_17",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",29,"ID_62","Participant_58",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",43,"ID_267","Participant_162",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",10,"ID_251","Participant_108",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",29,"ID_274","Participant_130",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",31,"ID_283","Participant_227",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",9,"ID_239","Participant_147",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",16,"ID_82","Participant_22",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",30,"ID_180","Participant_228",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",14,"ID_144","Participant_89",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",37,"ID_31","Participant_230",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",6,"ID_203","Participant_56",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",20,"ID_65","Participant_114",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",24,"ID_207","Participant_118",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",21,"ID_95","Participant_98",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_138","Participant_67",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",22,"ID_80","Participant_42",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_117","Participant_122",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",10,"ID_12","Participant_159",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",11,"ID_2","Participant_143",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_3","Participant_93",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",17,"ID_236","Participant_121",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_105","Participant_190",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",26,"ID_47","Participant_203",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",9,"ID_186","Participant_82",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",24,"ID_218","Participant_1",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",31,"ID_276","Participant_180",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",27,"ID_68","Participant_3",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_184","Participant_181",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",27,"ID_183","Participant_83",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",33,"ID_149","Participant_165",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",36,"ID_28","Participant_131",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_248","Participant_48",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",23,"ID_194","Participant_210",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",32,"ID_167","Participant_116",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",18,"ID_8","Participant_78",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",32,"ID_247","Participant_163",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",18,"ID_275","Participant_158",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",27,"ID_212","Participant_164",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",9,"ID_249","Participant_16",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",26,"ID_128","Participant_200",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",22,"ID_160","Participant_179",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",50,"ID_255","Participant_20",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",43,"ID_206","Participant_8",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",32,"ID_4","Participant_177",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",32,"ID_22","Participant_50",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",20,"ID_136","Participant_211",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",33,"ID_165","Participant_146",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",48,"ID_29","Participant_104",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",8,"ID_49","Participant_76",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",29,"ID_225","Participant_154",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",19,"ID_192","Participant_156",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",41,"ID_100","Participant_152",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",15,"ID_36","Participant_125",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",37,"ID_254","Participant_229",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",24,"ID_282","Participant_229",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",22,"ID_43","Participant_141",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",32,"ID_179","Participant_217",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",57,"ID_50","Participant_161",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",49,"ID_209","Participant_236",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",41,"ID_63","Participant_106",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",34,"ID_42","Participant_150",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",46,"ID_72","Participant_191",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",32,"ID_85","Participant_92",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",28,"ID_103","Participant_194",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",18,"ID_97","Participant_24",FALSE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",47,"ID_187","Participant_95",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",47,"ID_146","Participant_216",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",16,"ID_81","Participant_141",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",29,"ID_231","Participant_150",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",45,"ID_292","Participant_236",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",17,"ID_270","Participant_168",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",42,"ID_113","Participant_223",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",25,"ID_213","Participant_233",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",33,"ID_286","Participant_170",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",38,"ID_171","Participant_54",NA,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",47,"ID_143","Participant_148",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",59,"ID_250","Participant_207",TRUE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",29,"ID_164","Participant_214",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",56,"ID_193","Participant_72",NA,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",59,"ID_208","Participant_140",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",59,"ID_32","Participant_220",TRUE,"yes"
"Female",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",9,"ID_78","Participant_141",FALSE,"yes"
"Male",1.063,1.062822975,1.965,1.965,8,26,"time","Deaf Caregivers",34,"ID_197","Participant_102",FALSE,"yes"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",35,"ID_39","Participant_16",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",23,"ID_70","Participant_173",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",32,"ID_223","Participant_147",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",51,"ID_287","Participant_130",TRUE,"no"
"Non Binary",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",55,"ID_5","Participant_197",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",12,"ID_272","Participant_105",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",13,"ID_170","Participant_120",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",54,"ID_268","Participant_88",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",37,"ID_26","Participant_168",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",39,"ID_240","Participant_164",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",22,"ID_246","Participant_16",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",48,"ID_76","Participant_230",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",30,"ID_125","Participant_125",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",35,"ID_229","Participant_118",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",26,"ID_235","Participant_22",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",28,"ID_94","Participant_158",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",18,"ID_16","Participant_221",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",35,"ID_244","Participant_67",NA,"no"
"",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",35,"ID_142","Participant_75",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",21,"ID_30","Participant_143",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",29,"ID_234","Participant_114",TRUE,"no"
"",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",19,"ID_215","Participant_117",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",30,"ID_258","Participant_192",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",27,"ID_110","Participant_97",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",29,"ID_35","Participant_134",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",35,"ID_140","Participant_203",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",18,"ID_41","Participant_108",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",26,"ID_153","Participant_121",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",35,"ID_127","Participant_181",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",36,"ID_121","Participant_3",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",19,"ID_86","Participant_16",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",18,"ID_60","Participant_147",FALSE,"no"
"",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",18,"ID_6","Participant_232",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",19,"ID_52","Participant_66",NA,"no"
"",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",23,"ID_74","Participant_137",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",33,"ID_25","Participant_179",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",34,"ID_112","Participant_122",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",19,"ID_90","Participant_82",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",37,"ID_159","Participant_164",NA,"no"
"",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",6,"ID_7","Participant_226",FALSE,"no"
"",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",15,"ID_288","Participant_113",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",37,"ID_175","Participant_130",TRUE,"no"
"Other",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",27,"ID_166","Participant_167",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",28,"ID_40","Participant_193",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",34,"ID_64","Participant_48",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",27,"ID_10","Participant_78",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",34,"ID_79","Participant_24",TRUE,"no"
"",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",32,"ID_199","Participant_100",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",22,"ID_38","Participant_86",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",48,"ID_214","Participant_234",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",26,"ID_216","Participant_144",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",22,"ID_119","Participant_22",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_33","Participant_193",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",19,"ID_285","Participant_202",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_198","Participant_107",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",12,"ID_293","Participant_41",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_51","Participant_211",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",23,"ID_221","Participant_125",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",22,"ID_242","Participant_134",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",23,"ID_132","Participant_192",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",12,"ID_173","Participant_66",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",31,"ID_161","Participant_189",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",24,"ID_185","Participant_17",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",29,"ID_62","Participant_58",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",43,"ID_267","Participant_162",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",10,"ID_251","Participant_108",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",29,"ID_274","Participant_130",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",31,"ID_283","Participant_227",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",9,"ID_239","Participant_147",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",16,"ID_82","Participant_22",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",30,"ID_180","Participant_228",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",14,"ID_144","Participant_89",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",37,"ID_31","Participant_230",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",6,"ID_203","Participant_56",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",20,"ID_65","Participant_114",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",24,"ID_207","Participant_118",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",21,"ID_95","Participant_98",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_138","Participant_67",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",22,"ID_80","Participant_42",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_117","Participant_122",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",10,"ID_12","Participant_159",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",11,"ID_2","Participant_143",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_3","Participant_93",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",17,"ID_236","Participant_121",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_105","Participant_190",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",26,"ID_47","Participant_203",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",9,"ID_186","Participant_82",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",24,"ID_218","Participant_1",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",31,"ID_276","Participant_180",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",27,"ID_68","Participant_3",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_184","Participant_181",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",27,"ID_183","Participant_83",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",33,"ID_149","Participant_165",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",36,"ID_28","Participant_131",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",25,"ID_248","Participant_48",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",23,"ID_194","Participant_210",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",32,"ID_167","Participant_116",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",18,"ID_8","Participant_78",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",32,"ID_247","Participant_163",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",18,"ID_275","Participant_158",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",9,"ID_249","Participant_16",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",26,"ID_128","Participant_200",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",22,"ID_160","Participant_179",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",50,"ID_255","Participant_20",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",43,"ID_206","Participant_8",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",32,"ID_4","Participant_177",NA,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",32,"ID_22","Participant_50",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",20,"ID_136","Participant_211",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",33,"ID_165","Participant_146",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",48,"ID_29","Participant_104",TRUE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",8,"ID_49","Participant_76",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",29,"ID_225","Participant_154",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",19,"ID_192","Participant_156",NA,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",41,"ID_100","Participant_152",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",15,"ID_36","Participant_125",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",37,"ID_254","Participant_229",TRUE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",24,"ID_282","Participant_229",FALSE,"no"
"Female",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",22,"ID_43","Participant_141",FALSE,"no"
"Male",1.114,NA,-0.882,NA,1,NA,"tomorrow","Deaf Caregivers",32,"ID_179","Participant_217",TRUE,"no"
